star,Verfied_Audience_Comment,label
1.0,worst wick movie ever,-1
4.0,"as far as sequels it was entertaining, action reminded me of character 3 a lot.",1
5.0,"awesome movie, loved it but wont be the same without john wick",1
4.0,"john wick is definitely an action packed movie! the stunts were on point, but the reason i gave it 3 stars is because no one can survive falling down all those stairs and still be able to walk, let alone fight! that was just bananas to me  other than that, it was cool. i had to google to see if theres going to be a part 5, had to wait for the credits to end. i knew that there was some unfinished business there. and, spoiler alert, john wick isnt dead. the concierge, dead, but not john wick ",1
5.0,loved it!!! fits in well with all of the previous movies.,1
5.0,"amazing action, surprisingly heartwrenching with some scenes that were lol funny! best of the series!",1
5.0,"nonstop action, john wick 4 does not disappoint.",1
5.0,"this actionpack movie kept me well engaged. there was little talking and lots of shooring from start to finish. however, i am. not sure how i feel about the ending. i would have liked to see him go on to enjoy some parts of life.",1
5.0,the action sequences were visually stunning super shocking at times from beginning to end and the cinematography was absolutely phenomenal through the entire runtime of the movie. this john wick sequel movie has the best camera angles when it comes to all the fight scenes.they knocked it out of the park.,1
2.0,i didnt think the movie was not as good as the first 3. they could have cut down the fighting time and put more story into the mix.,-1
4.0,a modest ending to a great series,1
0.5,basically no plot and no acting. lots of shooting though .,-1
5.0,the action pack scenes,1
4.5,i love the action and story line!!,1
5.0,"this a beautiful and absolutely bonkers film. the cinematography is rich, the dialogue spare but memorable, and the action choreography remains unmatched. the film benefits from ensemble casting and even minor characters are fascinating. one of the carfu stunts is so outrageous yet completely plausible that i laugh out loud every time i watch it. my only regret is that i only was able to see it in the theater 7 times. bravo.",1
4.0,"good movie, fighting scenes were overextended and many scenes where wick obviously shouldve been shot or killed and didntbut still a great movie.",1
1.0,"i went in with high hopes as the previous wicks were fairly decent. however, if i could give this a zero i would give it three of them. this movie was stupid and wayyyyyyyyy overrated. the fact that so many people rated this movie highly leaves me little faith in peoples perspectives. it was literally an unrealistic, 3hour fight scene. even on discount tuesday, it was a waste of both time and money.",-1
5.0,loved the movie! it was action filled and exciting and no dull moments. the almost 3 hours went by quick. id watch it again. must see!,1
3.0,"i guess that this was the last one !!?? well made movie with great actors, but the killing never seems to stop.",0
5.0,it wad action packed and kept you on the edge of the cheering on john wick,1
1.5,"i like action movies. i think taken, all versions, is the bench mark for movies, but this was just 3 hours of mindless fight scenes.",-1
1.0,just ridiculous. a 3 hour highly improbable impossible gun fight. i liked the previous john wicks movies and i get willing suspension of disbelief especially for action movies. but theres a limit and this movie shoots right over it. im willing to believe jw can fight off hundreds of people at one time and still live how nice they only attack in ones and twos right?. but i cant accept that someone supposedly that smart and rich would deliberately set himself up for a situation where he would have to fight hundreds of people over several hours for no reason at all. silly silly plotting.,-1
2.0,horrible. same stuff over and over. nothing new. truly hope this is the last one,-1
5.0,not disappointed and you wont be,1
4.5,i loved the plot of the movie.,1
5.0,its john wick action pack.. nothing left to be said. no complaints a must see,1
5.0,really good movie. action packed. donnie yen is awesome. is john wick dead? you decide.,1
5.0,"one of the greatest action movies ever made, ive seen it 3 times and its worth multiple viewings. definitely my favorite movie of the year",1
5.0,"awesome love the theater, the movie staff were great and very helpful on executing a fast and friendly experience. popcorn was excellent and i was happy to have the choice of buying bottled water. having clean bathrooms. enjoy the movie pictures on the walls to look at as i was walking to theatre 7.",1
5.0,full of action from the start. hoping a continuation is in the planning.,1
4.0,action packed movie not too realistic but ok.,1
5.0,"it was awesome, great action and actors from beginning to end.....love all the john wick movies.",1
3.0,fight choreography not as good as the first 3,0
5.0,great great movie!!!!,1
5.0,lots of action and great plot line! loved it!,1
3.5,"you know what to expect with this movie, it was good.",0
5.0,"exciting!!, action pack!! great acting!! loved !!",1
4.5,a lot of action from the beginning to the end. awesome movie and classic john wick.,1
5.0,"great story, great action!",1
5.0,great movie !! the john wick series never disappoints !!!!,1
5.0,great movie. best one since the first one.,1
4.5,great movie action packed!,1
5.0,nonstop action from beginning to end as you would expect! didnt disappoint!,1
3.5,a little too long but good,0
5.0,"as usual, keanu reeves was amazing. loved the bounty hunter nobody and his dog.",1
5.0,such an amazing action movie man. absolutely great end to the series,1
2.0,not much plot and strange ending.,-1
5.0,this was a very fitting end to a franchise,1
5.0,it was amazing!!! action from start to finish!,1
5.0,it was a good action packed movie,1
5.0,saved the best for last!!! sad to see it end.,1
3.5,to unreasonable john wick shouldve died way earlier,0
5.0,action packed as usual love the slight sarcasm and the friendships,1
4.0,a lot of action but predictable,1
5.0,action packed!!! this movie was funny and it told a story. i just loved this movie. one for the books!! awesome,1
4.0,plot much simpler than jw3 and probably has even more action than the previous jws which doesnt seem possible. all in all not a deep movie but i enjoyed it.,1
5.0,loved the aerial view of the fire shots dont believe he is dead hate that he didnt kill cane,1
1.5,"sorry the other john wick movies were much better, yes i left early!",-1
5.0,great action thru the hole movie,1
5.0,action from start to finish loved it,1
5.0,"3 hours is a long movie, but it was worth it.",1
3.5,it was good. the first john wick was the best.,0
3.5,"my favorite part was that the blind guys name was caine, because he had a walking cane.",0
5.0,plenty of action just like you wanted! new john wick spinoff with mr nobody?! have to right!!,1
4.0,"plenty of action, but not enough content!",1
5.0,john wick at his bloody best!,1
5.0,filled with excitement,1
4.0,"action packed, just as great as 13.",1
4.0,"great movie well produced, but lengthy some scenes just did not need to be as long as they were. exciting film and great soundtrack!",1
5.0,a spectacular end to a great series. 169 minutes of action somehow doesnt feel bloated or tiring or slow.,1
5.0,action from beginning to end,1
5.0,"little slow to start but does it get rolling! donnie yen is an excellent villainfriend. the action scenes are intense, especially the scene around the arc de triomphe, bravo! the ending is ambiguous enough to leave the door unlocked in case there should be another sequel.",1
4.0,humor at times in a dark movie,1
4.0,non stop action. it was great.,1
5.0,loved john wick sad about the end.smh,1
4.5,"a bit long, but a great story. and the action and choreography was insane. seemed to wrap everything up in a bow.",1
5.0,great best one of all,1
5.0,lots of action. good story line. great actors.,1
5.0,i really liked all the action in the movie. i didnt like the fact that he died at the end. all in all a great movie.,1
5.0,more awesome wick action! it rocks!,1
3.0,redundant killings to a degree of pointlessness. story could have been shortened..,0
5.0,super great movie original john wick at work never a dull moment the end was not what i expected ?great movie,1
5.0,wick always delivers maximum action!,1
5.0,best directed movie of the 4. camera work was spectacular,1
4.0,"john wick definitely brought the smoke, like usual.",1
4.5,"great flick! love the john wick movies. the start of this movie was a little rough but starts gaining momentum quickly. the action sequences here are massive and elaborate. it has best action and highest body count of all the movies. i would rate movies 1,3,4,2. in order of favorite. recommend seeing in theatre.",1
5.0,loved the suspense and all the action,1
5.0,action packednew players,1
5.0,best one in the series,1
4.5,action packed like the first 3 movies with comedic relief perfectly incorporated. didnt drag on like some 3 hour movies doe.,1
5.0,good movie. action packed. there was some sad parts but it was overall 910 movie.,1
5.0,best action movie of the year.,1
5.0,"i enjoyed how the john wick 4 story flowed  ended. as expected, the action in the movie was enjoyable throughout the movie. reeves is a natural for this role  is the only current actor that could handle this series. i know it is still undecided if a john wick 5 will be made. im torn since this was a good way to end the series without messing it up with a terrible sequel. who knows, maybe a wick 5 can top this one but i seriously doubt it right now. reeves is 58 yrs old. as the usual pattern has been to wait a few years, if lionsgate  the producerswriters decide to do wick 5, reeves will be over 60  not be moving like the killing machine in wick 1, 2, 3,  4. the other main actors may also not be available ifwhen they decide to do wick 5. if they do decide to do wick 5, it should be sooner than later.",1
5.0,this movie was crazy action packed i really enjoyed it! glad i took the time out to come enjoy myself i usually sleep through movies!,1
5.0,"great movie, nothing but action throughout the entire movie. awesome",1
5.0,"amazing acting and great continuation of the story line, scenes were epic. all of them",1
5.0,love the john wick movies lots of action,1
5.0,enjoyed the reclining chairs and loved the movie!!,1
5.0,as good as the other john wick movies!,1
5.0,it was a very action packed movie that kept me on the edge of my seat. it was an insanely good movie!,1
4.0,i like action movies period and this movie keeps your attention,1
5.0,nonstop action and many very funny moments. a fun escape from reality.,1
5.0,great action movie from start to finish,1
4.5,very actionpacked! doesnt feel like the movie is 3 hours long,1
5.0,excellent all the way around!!,1
1.0,"lots of action, but not much story.",-1
5.0,good movie but was long.,1
5.0,just another jw kick ass until the end!!! he will always be my fav big screen actor!!,1
5.0,i love john wick ! it was so worth it . that was the way to end the series,1
4.0,a bit long and a bit unrealistic but still a martial arts blades and guns masterpiece. ,1
5.0,"if you are a john wick fan, more of the same.",1
5.0,loved it. full of action and good story. love the character!,1
4.0,a fitting end to this fun series. very well done!,1
5.0,this was by far one of the best 4th movies i have seen! i am stoked for 5!,1
4.0,high octane action luved it,1
5.0,"omgoodness.... i was exhaunted with all of the action. i absolutely love keanu reeves! so sad he died in this end, but elated that he will be rejoined with his wife! his lifes love! nice job allowing him to go to rest with his name back in great standing! 3 hours was awesome!",1
5.0,good action from the beginning till the end. again its a movie not a documentary so expect fictional entertaining action.,1
1.0,3 hours of my life ill never get back.,-1
1.0,"horrible, jock wick said 10 words in the entire movie.",-1
4.5,"im glad john wick won, but im glad they ended the arc.",1
5.0,"sharpen your pencils, because this movie is anything but pointless",1
4.0,"i literally felt johns fatigue at the end of the film. i like how the film enforced his expertise with a pistol, reminds me of the first movie. the humor in the movie was just right, not over the top.",1
5.0,if you enjoyed the previous john wick movies you will not want to miss this one!,1
5.0,non stop action. and great acting good characters.,1
5.0,i loved the action and great conclusion to the story.,1
5.0,the movie was awesome,1
4.5,loved this movie so much!! cameraman knew what he was doing with angles!!,1
5.0,great movie. glad i hung around until the credits were done.,1
4.0,"while i am a fan of the franchise i wasnt a big enough fan that nearly 3 hours seemed excess, but there wasnt any dragging and the movie was fast paced and fit perfectly. great acting, great storyline, and just a well done action packed movie. definitely worth seeing!",1
5.0,keanu reeves is the best,1
5.0,love the movie and how they ended as well. perfect way to close it out.,1
4.0,"great cinematography, pauses between intense fight scenes. ability to keep audience engaged throughout the movie",1
2.0,i wish i would have stopped at 3. this movie had the highest attrition rate ive ever seen at a theatre. only half the people who started it stayed until the end. they could have done so much more with the plot and the acting was terrible.,-1
4.0,"this new john wick film was very dope  visually like being on a rollercoaster ride. with creeping to the top before the drop being the tone  catalyst for 85 of the film. i will note though it was extremely long , that kind of took me out the zone of its overall greatness almost. id still see it again though!",1
5.0,"loved the movie, john wick is a classic series that i will watch every single year without question. keanu reeves works so hard for these movies and it shows deserves nothing less than five stars!",1
5.0,another thoroughly entertaining chapter of this outstanding movie series!,1
5.0,kick ass all the way wow!,1
5.0,this movie was nonstop action from beginning to end. great story line.,1
5.0,"a fitting finale to the john wick series, the martial arts action is superb and action sequences in japan, and paris france breathtaking.",1
5.0,absolutely loved john wick 4 and hope there is another,1
4.5,great movie my husband and i both enjoyed it,1
5.0,i like everything the best john wick movie so far,1
4.5,"i recently watched john wick 4, and overall it was a fantastic action movie that kept me on the edge of my seat. the plot follows john wick keanu reeves as he tries to defeat the powerful high table and earn his freedom. however, he must face off against a new enemy with powerful alliances across the globe and old friends turned foes. the action sequences in this film were nothing short of amazing, as they were wellchoreographed and executed to perfection. keanu reeves delivered an exceptional performance, and the rest of the cast also did an excellent job. however, there were a few issues that i noticed with the movie. firstly, bill skarsgards character felt out of place in the film, and his accent was somewhat offputting. additionally, some of the slower scenes dragged on a bit, which made the pacing feel a little uneven at times. despite these minor issues, john wick 4 is still an enjoyable and worthwhile movie to watch. the plot was intricate and kept me engaged throughout the film. the character development was also noteworthy, as wick faced complex moral dilemmas that kept the audience invested in his journey. overall, john wick 4 is a great addition to the franchise, and i would recommend it to fans of the previous films and to anyone looking for a thrilling action movie.",1
4.0,movie was good...just not as good as the others...thanks,1
5.0,the movie was good overall i am a john wick fan so i might be biased the ending was good wasnt sure if thats the way it was going to go was not disappointed though,1
5.0,"like all john wick movies, this one did not disappoint. hopefully, theres one coming up soon.",1
5.0,great movie ! action packed .,1
5.0,"excellent just all the others, john wick movies.",1
5.0,"great movie, amazing special effects, fights and keanu reeves is spectacular",1
2.5,"shooting scenes were repetitious, too long and unrealistic toward a point of becoming bored. consequently, the length of the movie ?2hrs. 49min.? is unwarranted.",-1
5.0,"loved this movie! nonstop action and one of the best action movies that ive seen in a long time. other than the first john wick, i thought this one was the best in the series.",1
2.0,"its mind numbing, ill give it that. minimal dialogue and little to no storyplot line.",-1
4.0,"this film is a thrill ride from beginning to end with a few surprises interjected, especially at the end of the film. some of the beginning parts are a bit disconnected and difficult to follow though, and maybe a review of previous films in the series would help with that. the characters display expected traits and yes, the good guys always seem to win. even the dog character brings out john wicks affection for dogs, sometimes in a humorous way. although parts are very surreal, i think the producers want the audience to see the brutality as some sort of ballet, especially in the dancing scene late in the movie. allinall, i think its a good movie, perhaps the best in the series, but you have to like this kind of movie to really enjoy it.",1
5.0,keanu reeves . that is all,1
5.0,"spacious seating, great movie",1
5.0,loved every minute of the movie. action packed and as always a great story.,1
5.0,its good movies like this cause nobody can ever be this lit in real life. john wick too turnt,1
3.0,"ton of action, but much of it ridiculous",0
5.0,"best ride of all 4, and has inspired me to go back and watch the first three over again to resolve some of the dialogue from the 4th. this is action with a purpose. now john needs to go after the high table, the top of the pyramid, and do away with it altogether. let it be full retaliation retribution for the blight on humanity they created.",1
5.0,"the plot line worked well with all the previous john wick movies, and the ending was superb!",1
2.0,"weak plot, way too much shooting and fighting that looked fake. poor character development, the best parts of the movie were the scenes with the dog.",-1
5.0,good story and great action,1
4.0,it was action packed!!!,1
5.0,great adventure in the true meaning of john wick,1
4.0,plenty of action. could use a little more plot to hold it together.,1
5.0,action packed! amazing actor!,1
5.0,"absolutely phenomenal, every john wick film is better than its predecessor",1
5.0,perfect ending to the story.,1
5.0,great ending to such a great series some how even surpassing all previous movies overall,1
4.0,action from beginning to end,1
5.0,"very satisfying in its own kill everyone way! great stunts, good story. well worth seeing on the big screen",1
5.0,pure unadulterated joy double dipped in premium awesome sauce then left out to harden for all that extra goodness!,1
5.0,"theres just so much grace and ingenuity whenever john wick goes to work, a must see.",1
3.0,story seemed lacking and hiding behind the excessive fight scenes.,0
5.0,"great movie, action packed from beginning to end.",1
4.0,the movie was very good. showing how rules helps us organize daily matters but the details of john wick comes together!,1
5.0,liked all the action from beginning to end loved it.,1
5.0,nothing but actionpacked through out the entire film!,1
2.0,too long. poor storytelling. too little dialogue.,-1
5.0,the movie was awesome! the action was incredible. i only wish john wick didnt die. i would have loved to see another one!,1
5.0,it was full of action yet realistic. i liked the fact that the ending wasnt necessarily happy.,1
5.0,action packed fun with a common feel!,1
4.5,great movie. just thought the movie could be a bit too loud at times. not sure whether to blame the theater or the movie for that. youll love it if you like action and fighting and dont care too much about the story,1
4.5,action filled movie some humor but good violence,1
2.0,pretty bad. the first one was great. 2nd was good. 3 was better than 2. 4 was a waste of time  money. i dont like to waste either of those!,-1
3.5,"to long, action scenes where sloppy prerfomance.",0
5.0,didnt know how they could follow up the last one but they did. awesome action packed,1
5.0,"omg i thought the last mission impossible was the best action movie ive ever seen. but john wick iv is unbelievably great  visually, plot, cinematography, color tones, appropriate humor !, action, use of historic sits paris, berlin, churches, underground locations, waterways  even renaissance paintings and the louvres grand gallery focused on the 18th century delecroix, gericault  mazing acting all around. yeah. a must see.",1
5.0,great movie action packed with a pinch of comedy.,1
3.0,"i was actually bored. there were a few ok moments. some comedy. but too much of the same things over and over, and over....kind of disappointed.",0
5.0,loved it. amazing nonstop action from beginning to end,1
5.0,omg  so much action! the movie  movie  had my undivided attention.,1
5.0,excellent movie!! i have seen it 3 times and will go again with any additional friends or siblings who invite me!! worth every penny!,1
2.5,it was to unbelievable i mean he get hit by 3 cars  falls from 3 extremely high places get thrown into several hard objects  gets up right !!! bam bam boom boom shoot bam bam boom shot the head over  over 2hr 40 mins of this was getting old .,-1
5.0,it was action packed. i was shocked and saddened that john wick died.,1
2.0,it turned into a comedy.,-1
4.0,"was a good movie, but unrealistic. the abuse his body takes when he is trying to get to the church by dawn should have killed him. and the idea that he made it up the stairs at the end in two or three minutes is nonsense. i love the john wick movies, own the previous three. but this one was not as good. also thought the ending was not what should have happened after all he went through.",1
5.0,pulled in from beginning to end,1
4.0,great action scenes like usual but dragged out the storyline,1
5.0,probably my least favorite of the 4 but any day with john wick riding a horse is a good day. hated the ending tho,1
5.0,well i havent been to movies in 5years love ever min,1
5.0,"instead of just shooting, fighting and action sequences which i do like, this also had a plot. great movie.",1
3.0,kinda corny the others were better,0
4.0,"the movie was great all the way through until act 3. some of the tension that is created by john having to be at a place by a certain time, felt thrown in and kind of took me out of the realism. getting hit by cars like 5 times is not something im prepared to accept as not having any effect on someone.",1
5.0,if you liked the others you will like this,1
3.0,"the dialogue, way to much action.",0
3.0,they went overboard on the fighting scenes and falling down the stairs over and over.,0
5.0,the movie was awesome! john wick never disappoints nonstop action. my family and i cant wait for the next one.,1
1.0,"plotless mess, gratuitous violence, pathetic dialogue, ridiculous characters i could go on, but what would be the point? this piece of commodified junk will make millions and that is the only rationale that counts in a dumbed down america.",-1
5.0,"fighting dynamics are taken to a different level while physics laws stay checked, some of the physical laws were not. its so well done to keep audience glued to the anticipation level just very close to prepeak throughout the entire length of the movie. and even at the end viewer minds would keep guessing the final outcome of if jw lives or this actually is the final chapter of the sequential series. well written, directed and okay acted. it is a top class in its category of ficaction and each fight scene is worth watching multiple times for those who really are into martial arts and self defense. i am sorry to say donnie yens fight was a bit too unreal while being a real life mart. artist while keanus jiujitsu based scenes made more sense and realist. in my humble opinion, japanese ma made lot more sense, but overall its a fiction.",1
3.0,moving was long boring scenesx,0
4.0,"could have had a better ending, it was expected out come. so many new characters",1
5.0,nonstop of what you know john wick brings to the screen.,1
5.0,"great movie! its amazing how they make the fight scenes better with each movie. this movie has it all, action, suspense, and laughs. if youre a john wick fan, this is a must see. if youre not, then youre missing out. great summer movie! a must watch!",1
5.0,action packed from beginning to end!!,1
5.0,all the action scenes,1
5.0,loved it alot of action,1
5.0,i loved it and hate there are no more coming out and this was the last one,1
5.0,great movie! one of the best in the jw series.,1
5.0,fight scenes are great. continues the john wick story without feeling forced.,1
3.0,its too long and repetitive i would just wait for it to come on one of the streaming services,0
5.0,"it delivered on all points as you would expect... little dialog, lots of keanu struggling face shots. excellent fight scenes, comeuppance, winston. sad the loss of lance reddick recently. killer soundtrack, cartoonish bad guys, club dancing. all the greats!",1
3.5,took my husband for his birthday and i have to say it was actionpacked and i enjoyed it. the only drawback is that there was so much killing that it got to be too much.,0
4.5,new weapons for john . and i nice top look at a fight.,1
4.5,"visually stunning with some amazing set locations and breakthrough visual affects. each of the characters is unique and dark. this is a heavy, dark antihero film. that is not for everyone, but visually it was definitely worth seeing in the theater.",1
1.5,too long for the story line,-1
5.0,non stop action from start to finish. john wick 4 will not disappoint. keanu is incredible as well as the rest of the cast.,1
3.0,fight scenes too long but love it otherwise,0
5.0,absolutely love the action scenes  the emotional journey towards. only gripe is the length which i can overlook,1
5.0,just perfect! some scenes went on a bit longer but i loved it..wick gets better and better and his dialogue delivery remains iconic and impeccable,1
3.0,id give it a 3.5. it was worth watching but it was a little long. some scenes could have been cut short.,0
4.0,"if you know john wick you know youre going for the action scenes, in which case very good action ",1
2.5,i thought the story was good but the fight scenes were terrible.,-1
4.0,"i enjoyed the movie, just hate that john died in the end but i had a feeling that he would.",1
5.0,awesome! action packed! super exciting every scene sat through the whole movie,1
5.0,"love the john wick movies and this one, while a little long, is outstanding. well worth seeing.",1
5.0,john wick never disappoints. great movie with lots of action.,1
2.0,not up to the high standards set,-1
5.0,best movie ive seen in a long time. saw it twice has everything. perfection!!!,1
5.0,the best one out of the 3 and action flowed so well. definitely a must see,1
5.0,ill say this movie clearly had a lot of effort put into it. i was wondering why keanu was so lazy in the matrix and it was because he was preparing to fall down 223 steps in john wick 4. overall great send off to an epic performance.,1
3.0,have a lot of action and give a good close to the first character,0
5.0,great movie! liked that it had more of a plot than just jw killing people the entire movie! the sound was so loud in the theatre wasnt sure if that was the theaters doing or the noise from the movie itself. my ears were humming when we left.,1
5.0,movie was absolutely amazing.,1
3.0,just too much!! so much of one scene could have just been taken out completely!! not my fave one!,0
5.0,this was an awesome movie. i hate that it ended with wick passing,1
5.0,john wick. no other words needed.,1
1.0,i expect unrealistic action when it comes to john wick. but this went beyond the ridiculous several times over.,-1
5.0,"amazing, well written, great performance. really loved it! great job to keanu and the whole cast!",1
5.0,non stop action from start to finish!!!,1
5.0,"great movie, action packed and some, funny moments",1
3.0,exciting film and i knew the violence would be over the top but in this film it was high camp to the point of boredom.,0
5.0,awesome action scenes like always,1
5.0,"action and more action and xd was super intense to listen to, felt like i was in the movie 5 sytars",1
5.0,none stop action from opening to the end. hate that it looks like it ended with john wick dying.,1
4.0,lots of action not boring.,1
3.5,"good movie, total john wick, but a little too long.",0
5.0,probably one of the greatest action movies of this generation and a great ending to this quartet of movies,1
5.0,want to see it again! there needs to be a part 5,1
2.5,wtf with the guy and the dog?!,-1
5.0,"nonstop action, what youd expect from a john wick movie....",1
5.0,"if you like action movies, its awesome.",1
1.0,the theater was shut down due to technical difficulties. my tickets were not used. i demand a refund.,-1
2.0,i left early. not a very good movie.,-1
5.0,amazing action and stunts!,1
4.5,"the fight scenes are unbelievable, as if john is super human, but thats why i love all john wick movies...the action does not disappoint.",1
4.0,"action packed with a few new fight  crash sequences. however, it easily could have been 20 minutes shorter.",1
4.0,chock full of action! the ending leaves you guessing!,1
5.0,best of the best! i liked everything,1
5.0,john wick is one badass you just cant forget or give up on!,1
5.0,"donnie yen was fantastic, so much action, all around fun time!!",1
5.0,"great ending to a series. what is there not to like. a lot of action, wick getting his revenge and ending he deserved. acting was superb, and there were plenty of wow moment. there is one moment i couldnt stop laughing, and i like to call it the stairs, because while some scenes were ridiculous, this one was just funny too see how over dramatic the falling was.",1
4.0,story stayed the same good the fighting got old after a while,1
5.0,"the stairs scene was ridiculously funny, and the bad guy was sufficiently bad, and dogs usually win, and how many cars can you possibly get hit by. but i most enjoyed the overhead shot looking through a glass ceiling of sorts when jw had possession of the gun with the incendiary ammo.",1
5.0,"action packed, emotional, love that keanu",1
1.0,there was basically no storyline it was just one long ass boring fight,-1
5.0,that movie was completely magnificent. never mess with mr.wick,1
5.0,"pure hitman excellence, the whole movie was crazy shots and close quarter combat at its finest. great action flick.",1
5.0,best fighting scenes out of all the anthology. just action packed mayhem. keanu says 4 sentences throughout the whole runtime just how i like it,1
2.0,way too much violence!,-1
4.0,pretty well shoot! action packed as usual ,1
3.0,"pros i really liked the twist at the end. great solution to a problem. there were incredible action sequences. cons the main issues i had with the movie were the redundancy in the fighting, and the lack of respect for the laws of physics. sequences showing wick fending off armies of attackers dispatching them with endless rounds of ammunition got to be so many that it went from awesome to monotonous how many humans can fall from a three story building and walk away how about being hit by 3 or 4 cars and still get up and run right back into battle? this movies saving grace is the clever ending. it just took way too long to get there.",0
4.0,enjoyed the movie. great storyline and the villain was amazing. i really disliked him from the moment he appeared on screen. a little loud for me in the theatre tho.,1
5.0,i hope there is more to the great ending than what was shown.,1
3.5,"good, but the first is still the best",0
5.0,lots of action and lots of twists!,1
4.5,thoroughly impressed to see the growth from film 1 to film 4. the storyline is fantastic and the action scenes are so amazingly ambitious but well thought out. its three hours for sure but well worth the ride. see it in theaters!,1
5.0,it delivers yet again and is as good as the others. i look forward to john wick 5 the devil must die.,1
4.0,"ok jw4 is . wow! brutal death scenes and hardcore stunts in this one. def worth our time seeing it in the theater and probably the best of all 4 movies. howd they make this one the best? well, they added ip man, of course.",1
4.5,action packed. john wick movies never disappoint,1
5.0,"good movie, lots of action, some dialogue. a great film to see. five out of five.",1
4.0,the next chapter did not disappoint. it met my expectations for chilled evening with my son at the movies!,1
5.0,"the movie was actionpacked from the moment it started. keanu was freakin amazing. actually, everyone did a great job. the time went so fast and was well worth the cost of the ticket and then some.",1
4.0,"a lot of repetitive action, was a bit to much.",1
5.0,another feather in his cap!,1
5.0,great movie!! action packed. highly recommend.,1
3.0,action packed but a bit monotonous,0
5.0,"weve been a fan of all of the previous movies, and this didnt disappoint. yes, there was quite the body count by the end, but it was fascinating to watch it unfold. lots of action, love the characters...loved the movie.",1
4.0,"great action, love the story line.",1
5.0,"lots of action very good choreography and the stunts were second to none. if you have not seen all the other john wick movies i suggest you do before you see this masterpiece. keanu reeves is outstanding, donnie yen, and the rest of the actors compliment each other. i highly recommend you see this movie",1
5.0,"loved the action, actors, and plot! definitely didnt disappoint",1
4.5,"the stair scene was way over done, but the movie overall was really good.",1
5.0,"the movie overall was amazing, that ending though. see it through to the end, you dont want to miss the post credits.",1
5.0,1010 highly recommend,1
4.0,"dont think its the best jw as some hyping it to be, but worth the watch on big screen and really fun nevertheless",1
5.0,"great movie!!!! action packed and a martial arts lovers dream with the cast of all time best martial artists!!!!!! scott adkins, marko zaror and donnie yen just to name a few!!!!!",1
2.0,"rated a 2 just because keanu reeves is in it. the number human deaths was a bit much, but all i could think about was dont kill the dog!",-1
5.0,it was action packed movie loved it!,1
3.0,keanu was great as always. good story. could have done a little more character building and a little less action. did not like the way everyone had to be killed multiple times. zombieish. a little to long. i liked the ending. it was time. rip john wick.,0
4.0,action and storyline were good. was longer than needed to be.,1
5.0,his usual fantastic performance with lots of action the plot was great lots of twists and turns . keanu always gives his all.,1
5.0,exelete pelcula final pico excellent movie out of the ordinary,1
4.0,non stop smart action scenes,1
5.0,"great movie, just a little too long with long drawn out shootouts.",1
5.0,i loved this chapter. it gave empathy and compassion towards john wick ending towards being back with his wife spiritually.,1
4.0,the cast and creativity,1
5.0,i liked the action with humor in selected scenes. characters were excellent.,1
3.0,"oh, the fight choreography was amazing. however, it seemed like one giant fight scene with very little plot.",0
5.0,amazing i didnt even see the others i was with my friend who wanted to see this i went home and watched the others!,1
4.5,"very good shootemup. while i dont love the back story that didnt play much of a part in the plot, just lots of great action scenes.",1
5.0,"love the fighting and shoot out scene, sad ending thou.",1
5.0,action packed with a great storyline!!,1
5.0,"hates to see john die, but great ending of the series!!",1
3.5,the photography is beautiful and the action scenes are well choreographed.,0
4.5,really cool action scenes and some comedy,1
4.0,the action in cinematography are awesome storyline getting a little tired and my god even one of the superheroes in marvel would not be able to withstand the abuse he does and keep on going but its john wick he gets up just himself off and keeps on going i know its not supposed to be believable but wow,1
5.0,"great story, great characters and lots of action in true john wick style.",1
5.0,awesome ending to a great film franchise.,1
1.0,absolutely too violent and shiity,-1
4.5,"loved it. great culmination to the series. everything youd want in a john wick flick but they added sarcasticdry humor to the fold to really take it up a notch without it being forced. 12 star off because some things were telegraphed but overall a great, great movie if youre into this type of movie. make sure you stay until the very end of the credits!!!",1
5.0,sorry they killed off john wick and the hotel counter man.,1
5.0,"action, pace, my klnd of movie, maythem!!",1
0.5,i disliked this entire movie from start to finish. over the top ridiculous.,-1
5.0,"excellent movie. best one in the franchise. it did feel long, however, because the action sequences had larger gaps than the previous movies in the franchise.",1
5.0,incredible cinematography and action! the best of the four john wick films!,1
4.0,likes all the action packed throughout the movie,1
4.5,"lot of action , almost over kill . but it kept me on the edge of my seat !!",1
5.0,the scene after the credits makes you wonder,1
3.5,wraps things up. way too long though.,0
5.0,absolutely loved it.,1
5.0,a lot of action!!!! not a dull moment !!!,1
5.0,a typical john wick movie...didnt disappoint!!!,1
5.0,"i finally make it in to watch in theater, and seriously did not expect the ending. i sat through the credits waiting for a follow up!",1
5.0,the whole thing is 1110,1
5.0,fast pace action to end a 4 movie plot line. didnt even realize id been there for 3 hours. enjoyed it for what it was... straight action and gun play.,1
5.0,"this movie has alot of action, never boring.",1
2.5,it was way too long and the fighting was duplicated! need more of a plot!,-1
4.0,"it was action packed from the start as all john wick movies, it leaves us wonderif the john wick saga will continue or not!",1
5.0,excellent long movie with action from the beginning to the end ! a must see !,1
5.0,"have you seen the other john wick movies? if so not much else to say really, except that its just as amazing. honestly, with movies that have different parts, i usually end up having a liking for just 1, usually the first movie in the series but these are just a delightful experience. go watch it!",1
