star,Verfied_Audience_Comment,label
3.0,"Batman wasn't really batman. He just walked into buildings, never hid in the shadows. Just throwing himself into a fight not trying to take people out quietly. And Robert Patterson just isn't Batman. Batmobile was cool of courae",0
0.5,"The film was shot entirely too dark, very hard to see many of the scenes. 3 hours was entirely too long, felt they tried to fill the movie with too many characters everyone knows.",-1
4.0,To expensive for a fantasy movie,1
4.0,"Great story and didn’t rehash the intro story that’s been done so many times already. I just wish the fellow playing Batman had a little more energy when he spoke and walked. The slow walk and mumbling mixed with the bummer theme song were enough to put everyone to sleep, luckily the story, catwoman and penguin are incredible in it. See it",1
2.0,Way too dark and depressing. Not at all what I had hoped for or expected. Not worth 3 hours of your life!,-1
4.0,"Good story line, action and actors. A little long",1
5.0,The Batman was amazing. Felt like a very genuine storyline with believable backstories for the main villain. Beautiful cinematography and well scored. There needs to be a sequel.,1
3.0,"Slow , long, long. & just ok",0
5.0,Great movie! Closest to the classic Batman cartoons. Dark vibes love it,1
4.5,better the second time. pacing was Batman like so I suppose what was expected. but sometimes maybe watching Batman doesn't have to feel like swimming through a morphine haze.,1
5.0,Im in Love with all Batman movies,1
4.5,this happened to my buddy once,1
5.0,The Batman was good. Good story line and action.,1
2.5,It is very long and very dark. Batman was sullen. There was no happiness or optimism in the whole movie. Not sure it was worth the almost 20 it cost for our tickets.,-1
0.5,Horrible. Wanted to walk out.,-1
5.0,the movie was great!!! I didn't gonin there have high expectations but it surpassed them all together.,1
5.0,It's a fresh new take on The Batman. Very well executed. The cinematography was the best I've seen recently. Bravo.,1
5.0,amazingly done. didn't feel like 3 hrs at all.,1
5.0,Loved it. Pattinson can be my Batman any day.,1
2.0,Horrible acting. Super cheesy scenes. Not worth the 3 hours.,-1
5.0,It was excellent. Maybe the best Batman movie yet!,1
2.0,"Warning. The most EMO Batman I have ever experienced. First he really is very small physically. Not very imposing., hard to buy him as a bad ass he looks like he weights 150 pounds. The greasy hair and gross clothes. NOT Bruce Wayne at all. I know he is supposed to be dark and brooding but OMG! I think I will call him Prozac Batman. Terrible job by RP. I need Christian Bale or Ben Affleck or even M Keaton.",-1
5.0,One of the best movies I’ve seen so far. Love the soundtrack !!!!,1
5.0,It was a great movie! Loved it!,1
2.0,"Long movie, slow and boring story line. Not much action.",-1
5.0,The sound effects and the acting,1
3.5,"A little long and Slow at times, but worth seeing .",0
5.0,Everything was amazing and awesome,1
5.0,"Amazing cinematography, great acting and writing. Music, costume, casting on point.",1
1.5,It dragged on and the story line was so hard to follow and it jumped around like crazy! There were 9 of us and we were all disappointed!,-1
5.0,was pretty good and I'm more of a marvel fan than anything but that was good,1
3.5,"Better and more engrossing than I expected. A bit slow from time to time, and unending rainy nights.",0
5.0,OMG THE CATWOMAN IS SO HOT,1
3.0,Great actors but another drawn out DC comics movie.,0
4.0,Plot too complicated.,1
5.0,It is an action packed movie. It kept me on the edge of my seat all through the movie. I highly recommend the movie.,1
5.0,"Fantastic Movie! DC needs to keep pushing with movies of this caliber. Please don't kill this off, make a sequel with this version.",1
1.0,The whole movie was terrible walked out in 30 min. Why is the vampire werewolf boy playing batMAN,-1
5.0,This movie is more realistic (if realistic is possible with a Batman movie) than other over the top Batman movies. Plot doesnt hinge on never seen before gadgets or vehicles. Kind of a working mans Batman if you will. A bit long but it answers all the questions it poses so youre only left hanging at the very end in the set up for the next installment.,1
3.0,The movie was just “okay” to me. Robert Patterson does not scream BATMAN to me. I felt the movie tried to top the others and did not do that.,0
4.5,Really good. Being PG-13 kept it back.,1
4.0,"beautiful unique shots throughout the film, interesting update for the riddler, very forced/unnatural romantic subplot, the middle third drags with a good complex finale. interesting use of daddy Wayne lore, the gadgets were very commonplace.",1
1.0,"Too damn long. That was the only ""comic book"" movie that I chose to see, based on the previous Batman movies. It was so boring, that I fell asleep during the movie. No more ""comic book"" movies, no more cartoon movies, no more ""bang & crash"" movies. Only ""quality cinema."" And I realize that I probably will not be seeing too many more movies, but that is the price I will have to pay for trying to keep trash & stupidity out of my time & life.",-1
1.5,Movie was Bad. Too long. Some serious editing could have improved it immensely. Penguin chase scene was way too long. Broody Batman did not fly with me.,-1
3.0,"The riddler was good, but Robert Pattinson does not live up to his predecessor, Christian bale.",0
5.0,Honestly great movie,1
0.5,Didnt even watch the movie someone took our seats so we sat In front of them and they were coughing so we had to leave 30 minutes In,-1
4.5,Let’s see if Fraser can get a back to back cinematography Win.,1
3.0,"Movie was really great!!! My son and I enjoyed. Colin Farrell was not even on my radar!! He played his part well. IM still trying to process Robert Pattinson as Batman. He didn't have the swag that other actors had as Bruce Wayne...other than that still a great movie...I loved Zoe Kravitz as Catwoman, but why she just wore a black Skully as a mask? I dunno...",0
5.0,why did the shotgun hurt him?,1
4.0,This one was very well done. It was dark and twisted and showed that vengeance only begets more vengeance. I'm surprised how much I enjoyed the acting considering who was in it but it really was good acting! The atmosphere was dark and creepy. It was very good overall!,1
5.0,"Absolutely entertaining. Robert Pattinson does fantastic work as Bruce Wayne/The Batman, showcasing a gritty and extraordinary presence as one of DC's greatest heroes in comic book history. Also, the supporting cast has great chemistry that works well alongside the titular character of the film.",1
4.0,Great storyline and characters. Very long. No look into Bruce Wayne’s life…only Batman/Vengeance.,1
5.0,"Fresh, visually fascinating, worth the length. The action was so crisp, the lighting was mesmerizing. There was always something going on and even the slow parts weren't boring. Could watch it over and over again.",1
4.0,a bit dark in Gotham City - night always and rain. Otherwise good,1
5.0,"This is my third time seeing it and I absolutely love it, even still! Top notch acting and a LOT of TLC went into making this. Its very faithful to the comics, so hardcore fans will deem it worth sitting for three hours!",1
2.0,To dark picture. Weak story line,-1
5.0,"I loved this movie. The pacing was good and the cinematography was beautiful. I love Batman and how in the end he realizes that he needs to be more, be a symbol of hope, and bring a change to Gotham. I love Catwoman and how she realizes that she is not the only one who is an orphan and that Batman has her back. The Riddler was a really fascinating, creepy, and a genius character. It was a shock to me that he flooded Gotham with the help of Batman. Batman helped him by solving his riddles, and getting clues to where the Riddler might be. I love everything about this movie, and I would love to see this movie for a 2nd time. This is a movie I will never forget!",1
5.0,Fabulous. Rob Pattinson perfect as Batman. Zoe Kravitz also awesome. one of the best chase & crash sequences ever. Truly dark & sinister. High tension greatness.,1
5.0,10/10 must recommend,1
5.0,"If anyone loved the TV Show Gotham you will very much relate to the characters of this movie! Even though the lighting could have been brighter, the darkness and grey tones of the movie define how evil the gangs and drug lords of this city are.",1
2.0,Not impressed! 3 hours wasted! Never checked my watch that often.,-1
5.0,Definite must see!! Bust modern Batman movie made in the last 20 years!!!,1
4.5,I would say it's up there with Dark Knight and Patterson did a great job. They really nailed the Riddler. Some of the language is a little raunchy but then again it's darker themed so I'm not surprised.,1
5.0,Great job by DC and the actors! Dark and gritty but also kept you interested. Can’t wait for the follow-up!,1
5.0,Robert Pattenson made a good batman. I like how they changed Bruce Wayne's storyline.,1
5.0,Good movie a lot of detail with his family,1
5.0,Great Movie! Great acting and in deep meaning for the characters and there deep motives. Would definitely recommend.,1
3.5,Different pov of Batman but I enjoyed it.,0
4.5,The only thing I didn't like about it was how long this movie was. With that being said the movie was really well paced and kept me entertained for the 3 hour run time.,1
1.0,What the hell was that he kept getting beat up and falling asleep… 🤦🏽‍♂️,-1
3.0,it started off slow kinda feel a sleep but the ending was good.,0
1.0,Too dark and too long!,-1
4.0,I thought it was good. Not as good as Christian Bale's batman.,1
4.0,"This was an interesting and little refreshing version of Batman. It was slightly Batman meets Sin City a bit. I came into the theatre with an open mind and also knew it was a slightly long running too. So with eyes wide open I saw a very well acted Batman/Bruce Wayne with a very interesting Catwoman. Jeffrey Wright is great in almost all he does and he also doesn't disappoint. I give it a 4 out of 5 as there could have been a little more humor in the film in my humble opinion. Overall, loved it. I was glad to not see gratuitous violence. Loved how the new batmobile was introduced! Colin Farrell is also outstanding alongside John Tuturro as the bad guys. Great move - would watch again. Great cinematography too!",1
4.0,"Some of it was maybe not child appropriate, with some curse words not for younger viewer but other than that it was a must see!",1
5.0,"Second best batman I’ve ever seen. It’s not just another héroe movie, it’s an actual suspense, detective story. Best portrayal of the best detective. It gave me vibes from the old WB animated series.",1
5.0,Took the whole family. Love that it was unique and can stand on its own. My husband loved it the most. Will probably have to see it several more times.,1
3.0,Dark and so so long. I did not hate it but did not love it.,0
4.0,Very dark and I wouldnt recommend for young kids but it was very good! A little slow to develop and Ill need to watch it again to pick up on some things I may have missed the first time around but its definitely worth seeing.,1
4.5,Loved so much action great plot twist,1
5.0,"This was, by far, the most captivating Batman to be shared with us by Mr. Pattinson, what a cinematic masterpiece, this has made me fall deeply in love with superhero movies all over again ❤️",1
5.0,The movie was excellent. The actors were excellent. The plot was excellent. Its been a very long time since i have seen a movie that takes its time to build the characters. They missed nothing. There was enough fighting and suspense to hold the attention of the intelligent movie watcher. Its not the typical Batman.,1
5.0,"Loved the new direction they took with this Batman. As a huge fan of Christopher Nolans Batman, this rendition of the dark knight did not disappoint.",1
5.0,Great movie. action packed and thrilling.,1
1.0,I didn't get to see the movie do to a complication,-1
5.0,Great story and action,1
3.5,Robert Pattinson was ok. The movie was a bit drawn out.,0
5.0,Awesome movie Im so happy I finally saw it.,1
4.0,great movie! would have been a 5 star if it wasnt so long.,1
5.0,Me and my girlfriend had a good time it’s a good movie,1
2.0,Just wasnt as good as other movies of batman,-1
0.5,"Emo looking Batman, SLOW!!! First half I was sleepy, second half just pissed that I was wasting my time on this movie! WORST Batman EVER! (And I’ve seen all since Adam West)",-1
2.0,"Not original story re: parents too many extra characters. Very, very long movie. I lost interest after awhile. Make a movie with Catwoman she was good!",-1
4.5,Very different kind of Batman movie. Robert Pattinson was excellent as both Batman and Bruce Wayne. The Riddler was so diabolical and Cat woman was Batmans love interestsort of. All in all a very good movie.,1
3.0,"Hmmm, Im not sure about this one ? The storyline is all over the place ? And back round was way too LOUD! could barely hear the characters. I kind of expected a better story line .",0
5.0,"This is how a Batman movie should be done, perfectly balanced, showcasing his detective and combat skills.",1
2.0,"Too long, could have been an hour shorter. Not the worst Batman, but not the best.",-1
0.5,"Silly use of multiple injuries. The Mayor that Shot, being completely blow off her feet, then took shrapnel while being pulled away. Then she was caught in a flood & washed downstream with tons of building pieces in the water, finally being pushed ashore and covered with steel. After all that, at the end, she is quick walking through chest deep water!! Even Batman wasnt anywhere near that resilient.",-1
4.5,It was AMAZING!!!! Watched it three times!! Some of the dialogue is a little cringy but it was almost perfect,1
5.0,I don't normally like batman movies but I actually liked this one,1
3.5,"I FORGOT MY COMMENTS. IT'S TO LATE TO DOWN GRADE MY RATING TO A 3.5-RATING. WHY: FROM MY THEOLOGICAL, MORAL & ETHICAL PROSPECTIVE 1. SEEMS TO PARRALEL ""SUPERHUMANS AND SUPERHEROES"" AS ICONIC FIGURES TO GOD AND MY SAVIOR-JESUS CHRIST, IN THIS WORLD. THAT WITHOUT GOD, WE CAN FIND OUR OWN WAY-SALVATION & STRENGTH INDIVIDUALLY & COLLECTIVELY FULLY TRUSTING SELF OR EACH OTHER, IN HANDLING THE SPIRITUAL, MORAL, ETHICAL & EMOTIONAL OF GOOD VS EVIL. 2. I DO APPRECIATE BATMAN COMING TO HIS SENSES, THAT REVENGE IS NOT THE WAY TO LOVE, HOPE, HEALING, FORGIVENESS, PEACE & SALVATION. 3. THE EVIL-SPIRIT OF REVENGE PROFOUNDLY REMINDS US OF PAST HISTORY OF AFFLICTED HURT-PAIN AND UNJUSTIFIABLE SUFFERING ON SELF, A LOVE-ONE, FRIENDS AND/OR THE WORLD. YOU ARE EMOTIONALLY, MORALLY AND SPIRITUALLY DECEIVED, TO JUSTIFY YOUR SELF-RIGHTEOUS NESS, INWHICH, THE INNER SPIRIT OF RAGE AND BITTERNESS BECOMES A MORAL GOOD OF ACTION. 4. I'M DEEPLY GRATEFUL THAT YOUR ENDING SCRIPE ON REVENGE, LET'S THE WORLD KNOW AND THOSE WHO NOT ONLY HAVE MORAL, EMOTIONAL & SPIRITUAL PROBLEMS, WITH UNJUSTIFIABLE AFFLICTED PAIN & SUFFERING UPON THEM, TO SEEK PROFESSIONAL AND PROFOUND SPIRITUAL HELP, BUT NOT THROUGH REVENGEFUL SELF-RIGHTEOUS MEANS. 5. I ONLY WISH THAT A (800), AND/OR SOME ONE ANNOUNCE, AT THE END OF THE MOVIE, TO HELP PEOPLE AND LOVE ONES WHO SEEK REVENGE, HAVE RAGING ANGER, AND BITTERNESS COPING PROBLEMS, GET HELP...",0
5.0,Loved the noir aspects of the film and that score and soundtrack overall was absolutely incredible,1
3.0,Bad acting. The riddler didnt fit. Just not a good Batman movie. At least Gordon didnt disappoint.,0
5.0,Best live action Batman Ive ever seen,1
5.0,I loved the acting and the story line,1
3.0,Not a huge fan of plot or how they story played out.,0
5.0,I hate saying 5 stars but IT WAS!! I notoriously fall asleep in theater but this was beginning to end action and excitement,1
5.0,Definitely love the Darkness!!,1
5.0,"Fantastic movie! I really liked Batman being the investigative detective, along with all of the exciting action sequences! My kids really enjoyed it!",1
4.0,This movie starts a bit slow. But is a masterpiece and truly breaks the psychological side of Batman. The Riddler is extremely calculated and menacing in this film. I love every bit of this movie. It’s a must watch and leaves you wondering what’s next.,1
0.5,"Extremng BOOORING,..1 hour of boredom in and only 8 minutes of excitement then boring til the 2 hour mark and another exciting part then more boredom. Only the last 30 minutes was kind of exciting. TOO much boring dialog, extended boring scenes that should've been cut short. Save you're money and wait til it's on a streaming service.",-1
5.0,"What does a liar do when dead? He lies still. Something that’s going to keep you drawn from beginning to end. From a dark story, wonderful performances and a brilliant pace, The Batman by far is among the best films of the year.",1
4.5,It’s a more dark and psychological Batman. A good change from overdone movies.,1
5.0,Excellent action movie. Lots of good special effects and many twists of plot lines. I would see it again. It doesn't hurt that the Batman is Rob Pattinson and therefore easy on the eyes.,1
5.0,this movie was refreshing and powerful. I loved getting to see Batman so grounded in each scene.,1
4.0,"The visual appeal of this movie is off the chart. It oozes mood. Every frame is rich with a mixture of filth and beauty. the score is one of the most enthralling that I've heard in a long time. While the story got lost in its own details a little bit, it is an engrossing detective story. Ultimately this movie is a little weird and a few beats feel off, but somehow it pulls off a thrilling experience from a series that I suspected was dead.",1
5.0,Love this version of Batman...non stop action and the storyline is phenomenal,1
5.0,Great storyline & actors were exceptional,1
3.0,The movie was a bit too long. It could have used some small bit of humor or a light spot to give some contrast in the never ending darkness.,0
0.5,The longest stupidest Batman ever made period.,-1
4.0,"Just too many dark scenes, otherwise would see BATMAN again.",1
4.0,It was ok but nothing extraordinary.,1
2.0,"I liked our seating. Did not enjoy the actual movie Supporting characters horrible acting, not enough action and fight scenes, too many long dialogues, picture quality very poor too long and too boringly dramatic at the wrong times. Special effects werent captivating at all",-1
5.0,Great movie. Well done,1
5.0,the most handsome Batman! I liked everything of this movie.,1
2.0,He was the worst one yet. This movie felt every bit of the 3hr run time.,-1
1.5,"It was too long, disappointing and boring. The story line was not good and it was too dark its 3 hours of my life that I cant get back .",-1
5.0,"all of it. but always dark or cloudy, little too much. even for batman",1
5.0,One of the best Batman movies! It was a nice change of pace from the typical Batman movies. I loved the fight scenes too!,1
4.0,"Exciting well written movie, kept my interest for the three hour run.",1
4.0,Movie was better then we expected. We enjoyed a theme through the movie. Good to see a movie we enjoy from start to finish,1
1.5,Very dark and too long. Odd emphasis on the various sound effects. Ear bloodening car sounds and some mumbled dialogues. It appears to rain in every scene....writer-director takes the weather/mood class a little too far. There wasn't a real wrap-up to the storyline and any teaser for future sequels unless I missed it I would just wait to stream it.,-1
4.0,Robert Pattinson did a GREAT job as Batman!! He was the only part of the movie I loved. The rest was good but he definitely stood out for me.,1
5.0,They took Batman to his roots. The detective!!! Awesome film.,1
5.0,If your a Batman fan you will love this movie it’s the darker comic version of Batman that everyone has always wanted. Robert Pattinson does a great job with his version of the character and in many ways I like this version better than even the dark night trilogy. Definitely recommend.,1
5.0,"I loved the dark, brooding, aggressive version of The Batman! The worlds greatest detective returns to the big screen in all his fight in the shadows glory, afte that Ben affleck disaster. The story was developed well and went in a believable direction. I loved it!",1
4.5,"Overall terrific movie because the book (the ""story) was really good. Very dark which I liked. The cinematography was incredible. My only compliant is that it was too violent for my taste.",1
4.0,"I didn't think vamp sparkle could pull it off but ... he did. but 3 hours??!!! It was worth the price of the movie ticket though, enjoyed it.",1
1.0,Over all very disappointed !!! Casting team did a very bad job !! Batman look like Drug addict !!! And poor choose of a actor for Alfreds role . Alfred should be play by someone have very heavy British accent !! First 60 minutes of the movie so Boring !!!!,-1
5.0,It is a must see if you are a batman fan!!!!,1
5.0,I liked the dark more realistic Batman in this movie the most .,1
2.0,"Unbalanced editing, some great set pieces, but more comedy than actual intrigue.",-1
4.0,a good movie that makes you want more. that is the issue I had because it felt unfinished. maybe that was the set up for sequels.,1
0.5,"it dragged on omg. It felt longer than Endgame (incl. end scene). There were too many drawn out scenes, that at some point I started watching YT vids DURING the movie.",-1
5.0,It’s the best acting I’ve seen in a Batman movie in a long time.,1
3.0,Too dark. Not enough story. Too much violence,0
5.0,Different and loved it!,1
5.0,Best Batman detective version.,1
5.0,This movie may be the best Batman movie to date. It was absolutely great.,1
4.0,Well done. Excellent reboot..,1
5.0,Robert Pattinson was excellent. His acting was just phenomenal. The best Batman yet. Loved it. Worth the three hours,1
3.0,It was just alright! There were too many scenes that had be scratching my head!!,0
4.0,"Pretty good film , just a little long , but still entertaining 😀👍",1
5.0,"Great movies, I liked all the scenes with Batman in it.",1
5.0,"Pretty good movie, it’s one big mystery/puzzle",1
1.0,We caught the matinee show. All storylines and no action. My date and I fell asleep multiple times throughout the movie. Like seriously 3 hours of my life wasted. We shouldve stayed in bed. More action going on there anyway.,-1
2.0,"Ummmm it was very long with nothing happening. Batman looked good but otherwise, all the acting was just ok, storyline was boring and not very well casted.",-1
5.0,I loved the action sequences,1
5.0,"Enjoyed movie, loved last riddle",1
5.0,a throw back to the original series,1
1.5,Too long. Too much dialog. Too much foul language. I know that there is a dark side to batman but seems like most of the scenes were in the dark,-1
5.0,Best Batman movie ever,1
5.0,Its was great movie!,1
4.0,Long movie but allowed for more depth and character development.,1
4.0,Non stop action! Great new twist on Batman story,1
4.5,I loved the whole movie!! Robert Patterson is the best Batman!!,1
4.0,Different view of Bruce Wayne and the dynamic between Batman the police and the city. Darker version of the iconic character,1
3.0,The background was either shades of black or gray. It was difficult to see the characters. Lighten up the screen background. There's got to be more creative ways to show darkness or evil. Try birightness. Evil always looks cheerful int he beginning. The film quality reeked of cheapness.,0
4.0,"Too long, a little too dark.",1
5.0,"If there really was someone tough enough to be a superhero this is how it would look. Makes the whole thing somewhat more believable, for those of us who struggle through many superhero movies these days.",1
5.0,Throughly enjoyed this iteration of Batman. You can only tell the same story so many times and I thought this was very well done. Robert Pattinson was a pleasant surprise. Really like what he brought to the role.,1
4.5,Good I was just looking for more special effects,1
4.5,Robert Pattinson did superb as the Batman Loved it! All three hours!,1
4.5,Outstanding and prob by fave Batman movie to date. I've seen them all.,1
4.0,Fun movie. Good story and great music,1
5.0,This movie was amazing! The pace was perfect and such a great rendition of the Batman! I can only hope the cast can stay together long enough for 3 movies.,1
1.0,possible the WORSE batman movie in history.,-1
5.0,I didn’t like cause mine and my husband sit did not heat and we was cold the whole time,1
2.0,"The first hour was dreadfully slow, didn't make musch sense. I fact, overall the plot unfilded very very slowly, and wasn't worth waiting for. I almost walked out. but Tuturroo was delightfully menacing evil, Jeffrey Wright, Colin Farrell and Zoe Kravitz all played their parts really well, the parts just weren't that interesting. Paul Dano was believably insane. But basically it was eye candy and bits and pieces of good stuff. It was probably over an hour too lonmg.",-1
5.0,"Dark movie, very good script.",1
4.0,Totally did not have any good expectations about this film and I enjoyed it a lot more than I expected! Lots of little things in the film that made this take on the Dark Knight a truly fresh take. I heartily recommend this film.,1
5.0,Good movie but a bit long.,1
3.0,Way too long and didn't require cat woman,0
2.5,Good story line- but boring -,-1
5.0,"This is a great movie. The story was believable, with occasional over the top Batmanesque style schemes. Acting was better than expected. Would watch again at home. Worth $20 and 3 hours. 👍🏻",1
1.0,Worst Batman made. The Shallow dialogue along with undeveloped characters made it Poor quality & the Scenes were so lengthy. It was too dismal with little enticement left for imagination. Not to mention the 30 minutes of obnoxious previews. The delicious popcorn was the only thing that made it worthwhile.,-1
5.0,i liked the new batman. i liked the story line. i liked the actors portraying the characters,1
1.0,"Garbage movie. Bad acting by Patinson in the extreme, no discernible plot, scenes with zero speaking that last waaaaay to long and no chemistry between the cast, especially between Kravits and Patinson. As for the theme of Batman, this was a weak, afraid wimp in a costume who had rage fits where ue was worse than the bad guys. To summarize: garbage.",-1
5.0,"It’s a great movie it gave me a real life feel , Towards the end Batman became a Hero to the people",1
1.0,"First of all, the movie has very little lighting. You have to lean foreward to try and see anything. Its a dark movie, I get it, but Bruce Wayne seems to never wash his hair, is constantly depressed and everyone speaks in low tones. There's absolutely no happiness or joy in any scene, and the music plays the sames notes relentlessly. Is it possible to make a movie TOO dark? I think they've succeeded.",-1
4.5,Finally felt like a real Batman movie.,1
5.0,"The movie kept you intrigued with the question of who is the Riddler. It was a little slow moving but thats the theme of Batman, mysterious and dark. I love Batman so I was not disappointed. Robert Patterson did an excellent, excellent job. His my favorite now.",1
5.0,"Was a little long, but was interesting and never felt long, or boring. Good script, decent acting. Good take on the Batman story.",1
3.0,Slow and way too long,0
5.0,Best Batman movie ever.,1
3.0,I didn't hate it nor did I Love it. I almost fell asleep 3 times during this 3 hour movie! meh,0
2.5,It was OK didnt like how weak they bad Batman and catwoman great plot overall though. Kinda scary,-1
5.0,I really enjoyed it!,1
5.0,Super good. Loved the story plot.,1
4.0,needs more zoe kravitz.,1
4.0,Started off really slow. A really dark partial of the character. A really cool version of the batt mobile. The movie is three hours long,1
5.0,Great camera work and vision a different but thought out Batman movie,1
5.0,"I loved the action and the mystery, I believe Pattinson is a great fit for Batman cant wait to see more.",1
5.0,One of my favorite moviesss!!!,1
4.5,Great. Movie !! second time watching it.,1
5.0,"Action packed, good story with a twist or two. Already looking forward to a possible Batman 2!!",1
5.0,Great plot but too long,1
5.0,Action packed thriller!!!!,1
1.5,"Actor sucks, too much liberal politics and fake DC punishments for criminals.",-1
4.5,It was slow to begin but we liked the tie-in with the characters. It was a bit long.,1
5.0,I love the detective style of Batman,1
5.0,It’s basically Batman investigating the zodiac killer in the movie “seven.” It’s brilliant.,1
5.0,"Great parallels and better backstory. What was great is that this Batman was realistic with the gadgets, combat and stunts.",1
2.5,Too Long to get to the point.,-1
5.0,MUST SEE ABSOLUTELY THRILLING,1
4.0,Solid move. Just a little long.,1
1.0,Way too long and boring,-1
4.5,Action packed with great plot and actors...... kept my interest.,1
5.0,Great Movie Highly recommend!,1
5.0,Well paced and built on the recent BATMAN movies themes and character development. Surprisingly refreshing and cathartic. Will recommend to all of my friends.,1
5.0,"Entertaining, thoroughly enjoyed it",1
1.0,Boring. I think worst Batman I’ve seen.,-1
5.0,"As a Batman fan since the 80s, this take on the series was raw, dark, and gritty. The music, sound effects, visuals, the Gotham underworld, villains, the batsuit/batmobile/batcave, all done up so amazing! Loved it and cant wait to see what comes next in this series. Definitely a Batman film for adults with a complete story and keeps you guessing ?",1
1.0,"Entirely too long for no reason. Relationship between batman and catwoman was undeveloped, unneccesary, and unbelievable. Driving scene was absurdly long. What was the purpose of this movie? What did it offer that none of the other batman movies offered? Riddles were guessed absurdly and unbelievably instantaneously. I can go on and on. If it was 2h long, I wouldn't be as offended at how awful it was but there were so many inneccesarily long scenes that brought nothing to the movie.",-1
4.0,"I had to leave because I was just to exhausted I have a newborn and I don’t get enough rest but the movie was awesome!!! 4 stars because I’m privet to the original Michael Keaton jack, Kim, and the original Alfred!! But this Alfred was the next best to fill his shoes! Great movie a must see!!!!",1
5.0,"Terrific movie. A lot of action, clues and a great plot.",1
5.0,Loved it. Really really long. But loved it. Honored more of the comic book side to an extent. But also wanna see something like the DCEU.,1
1.0,Too dark. Creepy. Inappropriate. Should be rated R.,-1
5.0,I wasnt certain if Robert Pattinson had the depth of character to be able to play this role. But I was wrong. He was awesome!,1
1.0,"The move was way too dramatic, and Batman looked too serious the whole time, not saying much in between. Some areas of the movie were okay like the penguin scenes. But everything else I think could have been done a bit different. After watching this (more action needed), I don’t see much interest in the next chapter. Not trying to downplay the franchise, but disappointed compared to the last Batman - dark knight rises",-1
5.0,Everything was great!,1
5.0,The point is I didn't give this movie a shot and it surprised me,1
5.0,it's was a very good movie.,1
3.0,Did not enjoy the story line Was a little boring Too each their own.,0
5.0,Cinematagraphy was excellent,1
3.0,"way too long, too many walking scenes",0
3.5,"Not your typical Batman Flick, but entertaining.",0
5.0,"Acting, Directing, and Scenery was amazing 10/10 Movie!",1
3.5,"Definitely a long movie (3hrs). As a huge Batman fan, I thought the story was a bit long. The characters were ok not great.",0
3.0,Dont think he was best Batman.,0
5.0,A fantastic crime story with a zodiac killer theme. You’ve never seen Batman like this. Personally think The Batman beat out The Dark Knight,1
5.0,"Really good action movie. The whole cast was great and even though it was almost 3 hours the story kept me engaged and was not bored, story moved along really well. This was our first visit to a theater since the start of the pandemic and very happy we chose The Batman for our first outing!",1
5.0,An excellent Batman film. Loved it. RP is a very convincing Bruce Wayne and Batman. Must go see!,1
5.0,The Seven of Batman movies. in some places it even acts/feels like the other Fincher film Fight Club. Solid.,1
5.0,Movie was great better then expected.,1
0.5,This is honestly THE worst Batman movie I’ve EVER seen!,-1
3.0,Not as good as I though it would be. Too much talking and not enough ass kicking!,0
2.5,It was boring with action if you know what I mean,-1
4.0,Surprisingly good - enjoyed the different take on this well-known franchise!,1
5.0,movie was very good. enjoyed every minute. the action is amazing and the storyline is unlike the other Batman movies we have seen,1
2.0,"Too much ""Dark,"" not enough ""Knight."" Knew I was gonna have issue with this when Bruce is giving the ""you're not my father,"" spiel 20 minutes in. Eisenberg acts ""more like Riddler than Luthor"" in BvS, and all's well. Dano does his best Professor Pyg, calls it the Riddler, and is applauded? Inconsistent, much?",-1
4.5,Best Batman movie ever,1
5.0,"Really well done, Great selection of actors, great story. I would of went with Selena.",1
5.0,"Very good movie. Emotional, action packed, murder mystery.",1
4.0,I enjoyed this exciting movie from start to finish.,1
4.5,"Movie was good, casting was making me wonder at first, but after watching the movie the casting makes it perfect",1
5.0,"Great moviemy kid loved it as well,..",1
4.5,"Wow. I really liked this film. A dark, gritty, grounded detective Batman story. Just off my first watch, I liked pretty much everything about it. The cast, the villains, story, all of it. Robert Pattinson does a fantastic job as Bruce/Batman. Zoe Kravitz shines as well. And Paul Dano gives a terrifying performance as the riddler. Just great. I also liked Jeffrey Wright & Colin Farrell in their roles too. It was cool and fun to kind of figure out the riddles with Batman as the film goes on. That was a nice touch and a plus. The whole detective angle is something I really enjoyed. Also that chase scene was thrilling and very well done. I was on the edge of my seat. I’ve never been a big Batman fan, however I think with this film they won me over. I would love to see a sequel and what do next!",1
5.0,"I’m a huge Batman fan, and this is the Best Batman movie I’ve seen! I could go on and on , but this was an absolute pleasure to watch!",1
4.0,Hopeful for the next film the DC Villains will appear with there actual outfits from the comics,1
4.0,"TOO LONG, but pretty good.",1
5.0,"Probably the best rendition of Batman in my opinion. It is dark, gritty. and it shows Batman near his beginnings, growing from a feared symbol of vengeance and violent judgement, to the symbol of hope that we all know and love! If you like Batman then this is a must watch.",1
5.0,A long movie but action-packed from start to finish. I loved it.,1
5.0,"Suspense and dark tone were amazingly well done. In the theatre, sound seemed to reverb through our seats. Total suspension of disbelief -- a sign of an excellent movie. Robert Pattison was a great pick in the largely young cast.",1
